Código	Descrição	Unidade	Preço
92211	TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 5 00 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNC IAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015	M	111,49
92212	TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 6 00 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNC IAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015	M	141,96
92213	TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 7 00 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNC IAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015	M	195,10
92214	TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 8 00 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNC IAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015	M	213,62
92215	TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 9 00 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊNC IAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015	M	257,76
92216	TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1 000 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊN CIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015	M	289,39
92219	TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 4 00 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCI AS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015	M	93,78
92220	TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 5 00 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCI AS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015	M	119,72
92221	TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 6 00 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCI AS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015	M	151,61
92222	TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 7 00 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCI AS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015	M	206,32
92223	TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 8 00 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCI AS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015	M	226,17
92224	TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 9 00 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCI AS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015	M	271,69
92226	TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1 000 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNC IAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015	M	304,98
92808	ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAI S, DIÂMETRO DE 300 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVE L DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015	M	27,00
92809	ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAI S, DIÂMETRO DE 400 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVE L DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015	M	34,65
92810	ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAI S, DIÂMETRO DE 500 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVE L DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015	M	42,19
92811	ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAI S, DIÂMETRO DE 600 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVE L DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015	M	50,29
92812	ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAI S, DIÂMETRO DE 700 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVE L DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015	M	58,27
92813	ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAI S, DIÂMETRO DE 800 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVE L DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015	M	67,71
92814	ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAI S, DIÂMETRO DE 900 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVE L DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015	M	77,62
92815	ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAI S, DIÂMETRO DE 1000 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍV EL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015	M	89,10
92816	TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1 200 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊN CIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015	M	395,33
92817	ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAI S, DIÂMETRO DE 1200 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍV EL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015	M	111,49
92818	TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1 500 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍVEL DE INTERFERÊN CIAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015	M	572,26
92819	ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAI S, DIÂMETRO DE 1500 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM BAIXO NÍV EL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015	M	150,08
92820	ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAI S, DIÂMETRO DE 300 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015	M	32,20
92821	ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAI S, DIÂMETRO DE 400 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015	M	41,30
92822	ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAI S, DIÂMETRO DE 500 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015	M	50,42
92824	ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAI S, DIÂMETRO DE 600 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015	M	59,94
92825	ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAI S, DIÂMETRO DE 700 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015	M	69,49
92826	ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAI S, DIÂMETRO DE 800 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015	M	80,26
92827	ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAI S, DIÂMETRO DE 900 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015	M	91,55
92828	ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAI S, DIÂMETRO DE 1000 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVE L DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015	M	104,69
92829	TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1 200 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNC IAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015	M	413,71
92830	ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAI S, DIÂMETRO DE 1200 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVE L DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015	M	129,87
92831	TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAIS, DIÂMETRO DE 1 500 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVEL DE INTERFERÊNC IAS - FORNECIMENTO E ASSENTAMENTO. AF_12/2015	M	594,82
92832	ASSENTAMENTO DE TUBO DE CONCRETO PARA REDES COLETORAS DE ÁGUAS PLUVIAI S, DIÂMETRO DE 1500 MM, JUNTA RÍGIDA, INSTALADO EM LOCAL COM ALTO NÍVE L DE INTERFERÊNCIAS (NÃO INCLUI FORNECIMENTO). AF_12/2015	M	172,63
73606	ASSENTAMENTO DE TAMPAO DE FERRO FUNDIDO 900 MM	UN	103,92
73607	ASSENTAMENTO DE TAMPAO DE FERRO FUNDIDO 600 MM	UN	69,28
83622	GRELHA DE FERRO FUNDIDO PARA CANALETA LARG = 40CM, FORNECIMENTO E ASSE NTAMENTO	M	68,93
83623	GRELHA DE FERRO FUNDIDO PARA CANALETA LARG = 30CM, FORNECIMENTO E ASSE NTAMENTO	M	36,72
83624	GRELHA DE FERRO FUNDIDO PARA CANALETA LARG = 20CM, FORNECIMENTO E ASSE NTAMENTO	M	153,36
83626	GRELHA DE FERRO FUNDIDO PARA CANALETA LARG = 15CM, FORNECIMENTO E ASSE NTAMENTO	M	121,12
83627	TAMPAO DE FERRO FUNDIDO, D = 60CM, 175KG, P = CHAMINE CX AREIA/POCO VI SITA ASSENTADO COM ARG CIM/AREIA 1:4, FORNECIMENTO E ASSENTAMENTO	UN	418,16
83724	ASSENTAMENTO DE PECAS, CONEXOES, APARELHOS E ACESSORIOS DE FERRO FUNDI DO DUCTIL, JUNTA ELASTICA, MECANICA OU FLANGEADA, COM DIAMETROS DE 50 A 300 MM.	KG	1,37
83725	ASSENTAMENTO DE PECAS, CONEXOES, APARELHOS E ACESSORIOS DE FERRO FUNDI DO DUCTIL, JUNTA ELASTICA, MECANICA OU FLANGEADA, COM DIAMETROS DE 350 A 600 MM.	KG	0,95
83726	ASSENTAMENTO DE PECAS, CONEXOES, APARELHOS E ACESSORIOS DE FERRO FUNDI DO DUCTIL, JUNTA ELASTICA, MECANICA OU FLANGEADA, COM DIAMETROS DE 700 A 1200 MM.	KG	0,68
74215/001	MODULO TIPO: REDE DE AGUA, COM FORNECIMENTO E ASSENTAMENTO DE TUBO PVC DEFOFO 200MM EB-1208 P/ REDE AGUA JE 1 MPA, COMPREENDENDO: LOCACAO, C ADASTRAMENTO DE INTERFERENCIAS, ESCAVACAO E REATERRO COMPACTADO DE VAL A, EXCETO ROCHA, ATE 1,50 M.	M	102,88
74215/002	MODULO TIPO: REDE DE AGUA, COM FORNECIMENTO E ASSENTAMENTO DE TUBO PVC DEFOFO 150MM EB-1208 P/ REDE AGUA JE 1 MPA, COMPREENDENDO: LOCACAO, C ADASTRAMENTO DE INTERFERENCIAS, ESCAVACAO E REATERRO COMPACTADO DE VAL A, EXCETO ROCHA, ATE 1,50 M.	M	61,58
74215/003	MODULO TIPO: REDE DE AGUA, COM FORNECIMENTO E ASSENTAMENTO DE TUBO PVC DEFOFO 100MM EB-1208 P/ REDE AGUA JE 1 MPA, COMPREENDENDO: LOCACAO, C ADASTRAMENTO DE INTERFERENCIAS, ESCAVACAO E REATERRO COMPACTADO DE VAL A, EXCETO ROCHA, ATE 1,50 M.	M	37,37
83520	TE PVC PARA COLETOR ESGOTO, EB644, D=100MM, COM JUNTA ELASTICA.	UN	214,76
83531	CURVA PARA REDE COLETOR ESGOTO, EB 644, 90GR, DN=200MM, COM JUNTA ELAS TICA	UN	287,37
83535	CURVA PVC PARA REDE COLETOR ESGOTO, EB-644, 45 GR, 200 MM, COM JUNTA E LASTICA.	UN	236,91
73884/001	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 50	UN	47,88
73884/002	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 75	UN	74,07
73884/003	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 100	UN	92,59
73884/004	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 150	UN	419,04
73884/005	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 200	UN	488,89
73884/006	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 250	UN	593,65
73884/007	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 300	UN	663,49
73884/008	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 350	UN	698,41
73884/009	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 400	UN	768,25
73884/010	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 450	UN	803,17
73884/011	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 500	UN	873,01
73884/012	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 600	UN	942,86
73884/013	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 700	UN	1049,56
73884/014	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 800	UN	1049,56
73884/015	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 900	UN	1087,04
73884/016	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA FLANGEADA - DN 1000	UN	1199,49
73885/001	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 50	UN	22,97
73885/002	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 75	UN	27,77
73885/003	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 100	UN	31,48
73885/004	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 150	UN	153,65
73885/005	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 200	UN	199,04
73885/006	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 250	UN	233,96
73885/007	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 300	UN	254,92
73885/008	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 350	UN	279,36
73885/009	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 400	UN	307,30
73885/010	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 450	UN	331,74
73885/011	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 500	UN	349,20
73885/012	INSTALAÇÃO DE VÁLVULAS OU REGISTROS COM JUNTA ELÁSTICA - DN 600	UN	398,09
73839/001	ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 150 MM	M	6,31
73839/002	ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 200 MM	M	8,07
73839/003	ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 250 MM	M	9,74
73839/004	ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 300 MM	M	10,99
73839/005	ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 350 MM	M	12,83
73839/006	ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 400 MM	M	14,66
73839/007	ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 450 MM	M	16,47
73839/008	ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 500 MM	M	18,25
73839/009	ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 600 MM	M	21,97
73839/010	ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 700 MM	M	27,63
73839/011	ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 800 MM	M	31,75
73839/012	ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 900 MM	M	37,09
73839/013	ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 1000 MM	M	39,69
73839/014	ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 1100 MM	M	47,08
73839/015	ASSENTAMENTO DE TUBOS DE AÇO, COM JUNTA ELÁSTICA (COMPRIMENTO DE 6,00 M) - DN 1200 MM	M	55,64
73752/001	SANITARIO COM VASO E CHUVEIRO PARA PESSOAL DE OBRA, COLETIVO DE 2 MODU LOS E 4M2, PAREDES CHAPAS DE MADEIRA COMPENSADA PLASTIFICADA 10MM, TEL HAS ONDULADAS DE 6MM DE FIBROCIMENTO, INCLUSIVE INSTALACAO E APARELHOS , REAPROVEITADO 2 VEZES (INSTALACOES E APARELHOS)	UN	3506,67
73803/001	GALPAO ABERTO PARA OFICINA E DEPOSITO DE CANTEIRO DE OBRAS, EM MADEIRA DE LEI	M2	229,72
74210/001	BARRACAO PARA DEPOSITO EM TABUAS DE MADEIRA, COBERTURA EM FIBROCIMENTO 4 MM,  INCLUSO PISO ARGAMASSA TRAÇO 1:6 (CIMENTO E AREIA)	M2	310,66
85253	GALPAO ABERTO EM CANTEIRO DE OBRA, COM ESTRUTURA EM MADEIRA (REAPROVEI TAMENTO 3X) E TELHA ONDULADA 6MM, INCLUINDO PISO CIMENTADO COM PREPARO DO TERRENO	M2	186,17
92235	FECHAMENTO DE CONSTRUÇÃO TEMPORÁRIA EM CHAPA DE MADEIRA COMPENSADA E=1 0MM, COM REAPROVEITAMENTO DE 2X.	M2	46,65
93181	FECHAMENTO TEMPORÁRIO EM CHAPA DE MADEIRA COMPENSADA E=12MM, COM REAPR OVEITAMENTO 1,5X	M2	47,77
93206	EXECUÇÃO DE ESCRITÓRIO EM CANTEIRO DE OBRA EM ALVENARIA. AF_02/2016	M2	726,14
93207	EXECUÇÃO DE ESCRITÓRIO EM CANTEIRO DE OBRA EM CHAPA DE MADEIRA COMPENS ADA. AF_02/2016	M2	556,08
93208	EXECUÇÃO DE ALMOXARIFADO EM CANTEIRO DE OBRA EM CHAPA DE MADEIRA COMPE NSADA. AF_02/2016	M2	420,33
93209	EXECUÇÃO DE ALMOXARIFADO EM CANTEIRO DE OBRA EM ALVENARIA. AF_02/2016	M2	573,76
93210	EXECUÇÃO DE REFEITÓRIO EM CANTEIRO DE OBRA EM CHAPA DE MADEIRA COMPENS ADA. AF_02/2016	M2	336,11
93211	EXECUÇÃO DE REFEITÓRIO EM CANTEIRO DE OBRA EM ALVENARIA. AF_02/2016	M2	367,39
93212	EXECUÇÃO DE SANITÁRIO E VESTIÁRIO EM CANTEIRO DE OBRA EM CHAPA DE MADE IRA COMPENSADA. AF_02/2016	M2	521,28
93213	EXECUÇÃO DE SANITÁRIO E VESTIÁRIO EM CANTEIRO DE OBRA EM ALVENARIA. AF _02/2016	M2	657,91
93214	EXECUÇÃO DE RESERVATÓRIO ELEVADO DE ÁGUA (1000 LITROS) EM CANTEIRO DE OBRA, APOIADO EM ESTRUTURA DE MADEIRA. AF_02/2016	UN	1021,28
93243	EXECUÇÃO DE RESERVATÓRIO ELEVADO DE ÁGUA (3000 LITROS) EM CANTEIRO DE OBRA, APOIADO EM ESTRUTURA DE MADEIRA. AF_02/2016	UN	2106,96
74209/001	PLACA DE OBRA EM CHAPA DE ACO GALVANIZADO	M2	328,26
73756/001	MONTAGEM / DESMONTAGEM DE USINA CONCRETO TIPO PAREDE C/SILOS HORIZONTA L P/3 AGREGADOS, INCLUSIVE MECANICO (PESADO)	UN	24538,12
73847/001	ALUGUEL CONTAINER/ESCRIT INCL INST ELET LARG=2,20 COMP=6,20M ALT=2,50M CHAPA ACO C/NERV TRAPEZ FORRO C/ISOL TERMO/ACUSTICO CHASSIS REFORC PISO COMPENS NAVAL EXC TRANSP/CARGA/DESCARGA	MES	664,06
73847/002	ALUGUEL CONTAINER/ESCRIT/WC C/1 VASO/1 LAV/1 MIC/4 CHUV LARG =2,20M COMPR=6,20M ALT=2,50M CHAPA ACO NERV TRAPEZ FORROC/ ISOL TERMO-ACUST CHASSIS REFORC PISO COMPENS NAVAL INCL INST ELETR/HIDRO-SANIT EXCL TRANSP/CARGA/DESCARGA	MES	890,24
73847/003	ALUGUEL CONTAINER/SANIT C/2 VASOS/1 LAVAT/1 MIC/4 CHUV LARG= 2,20M COMPR=6,20M ALT=2,50M CHAPA ACO C/NERV TRAPEZ FORRO C/ ISOLAM TERMO/ACUSTICO CHASSIS REFORC PISO COMPENS NAVAL INCL INST ELETR/HIDR EXCL TRANSP/CARGA/DESCARG	MES	1015,16
73847/004	ALUGUEL CONTAINER/SANIT C/4 VASOS/1 LAVAT/1 MIC/4 CHUV LARG= 2,20M COMPR=6,20M ALT=2,50M CHAPAS ACO C/NERV TRAPEZ FORRO C/ ISOL TERMO-ACUST CHASSIS REFORC PISO COMPENS NAVAL INCL INST RA ELETR/HIDRO-SANIT EXCL TRANSP/CARGA/DESCARGA	MES	1132,20
73847/005	ALUGUEL CONTAINER/SANIT C/7 VASOS/1 LAVAT/1 MIC LARG=2,20M COMPR=6,20M ALT=2,50M CHAPA ACO NERV TRAPEZ FORRO C/ISOL TERMO-ACUST CHASSIS REFORC PISO COMPENS NAVAL INCL INST ELET /HIDRO-SANIT EXCL TRANSP/CARGA/DESCARGA	MES	1159,97
5631	ESCAVADEIRA HIDRÁULICA SOBRE ESTEIRAS, CAÇAMBA 0,80 M3, PESO OPERACION AL 17 T, POTENCIA BRUTA 111 HP - CHP DIURNO. AF_06/2014	CHP	137,71
5678	RETROESCAVADEIRA SOBRE RODAS COM CARREGADEIRA, TRAÇÃO 4X4, POTÊNCIA LÍ Q. 88 HP, CAÇAMBA CARREG. CAP. MÍN. 1 M3, CAÇAMBA RETRO CAP. 0,26 M3, PESO OPERACIONAL MÍN. 6.674 KG, PROFUNDIDADE ESCAVAÇÃO MÁX. 4,37 M - C HP DIURNO. AF_06/2014	CHP	97,95
5680	RETROESCAVADEIRA SOBRE RODAS COM CARREGADEIRA, TRAÇÃO 4X2, POTÊNCIA LÍ Q. 79 HP, CAÇAMBA CARREG. CAP. MÍN. 1 M3, CAÇAMBA RETRO CAP. 0,20 M3, PESO OPERACIONAL MÍN. 6.570 KG, PROFUNDIDADE ESCAVAÇÃO MÁX. 4,37 M - C HP DIURNO. AF_06/2014	CHP	90,82
5682	ROLO COMPACTADOR VIBRATÓRIO, CILINDRO LISO, AUTO-PROPEL. 80HP, PESO MÁ XIMO OPERACIONAL 8,1T - CHP DIURNO	CHP	137,78
5684	ROLO COMPACTADOR VIBRATÓRIO DE UM CILINDRO AÇO LISO, POTÊNCIA 80 HP, P ESO OPERACIONAL MÁXIMO 8,1 T, IMPACTO DINÂMICO 16,15 / 9,5 T, LARGURA DE TRABALHO 1,68 M - CHP DIURNO. AF_06/2014	CHP	91,16
5686	ROLO COMPACTADOR VIBRATÓRIO TANDEM, CILINDROS LISOS DE AÇO PARA SOLO/A SFALTO, POTÊNCIA 45 HP, PESO MÁXIMO OPERACIONAL 4 T - CHP DIURNO. AF_0 2/2016	CHP	65,33
5689	GRADE DE DISCO CONTROLE REMOTO REBOCÁVEL, COM 24 DISCOS 24 X 6 MM COM PNEUS PARA TRANSPORTE - CHP DIURNO. AF_06/2014	CHP	6,42
5795	MARTELETE OU ROMPEDOR PNEUMÁTICO MANUAL 28KG, FREQUENCIA DE IMPACTO 12 30/MINUTO - CHP DIURNO	CHP	12,93
5808	USINA DE ASFALTO A QUENTE FIXA CAP.40/80 TON/H - CHP DIURNO	CHP	437,42
